,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,churn_month,signup_date
130,0222-CNVPT,4,1,1,Male,1,No,No,52,No,No phone service,Yes,No,No,No,Yes,Yes,Yes,48.8,2555.05,No,Month-to-month,DSL,Credit card (automatic),,2017-09-21 18:07:34
131,0224-HJAPT,1,1,1,Male,0,No,No,5,Yes,Yes,No,No,No,No,No,No,No,47.15,223.15,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-08-21 18:07:34
132,0224-NIJLP,2,3,3,Male,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,165.5,No,Two year,None,Mailed check,,2021-05-21 18:07:34
133,0224-RLWWD,1,1,1,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Yes,44.3,89.3,No,Month-to-month,DSL,Electronic check,,2021-11-21 18:07:34
134,0225-ZORZP,1,2,1,Male,0,No,No,3,Yes,No,No,Yes,No,No,No,Yes,No,84.3,235.05,No,Month-to-month,Fiber optic,Electronic check,,2021-10-21 18:07:34
135,0228-MAUWC,1,1,1,Male,0,No,No,19,Yes,Yes,No,No,Yes,Yes,No,No,No,59.55,1144.6,No,Month-to-month,DSL,Electronic check,,2020-06-21 18:07:34
136,0229-LFJAF,3,1,3,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,69.65,4908.25,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
137,0230-UBYPQ,3,1,2,Male,1,Yes,No,63,No,No phone service,Yes,No,No,Yes,No,No,No,36.1,2298.9,No,One year,DSL,Bank transfer (automatic),,2016-10-21 18:07:34
138,0230-WEQUW,3,1,3,Male,0,Yes,No,66,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,56.6,3789.2,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
139,0231-LXVAP,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,Yes,75.9,75.9,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
140,0233-FTHAV,3,2,2,Female,0,No,No,60,Yes,Yes,No,No,Yes,No,No,No,Yes,79.2,4765,No,One year,Fiber optic,Bank transfer (automatic),,2017-01-21 18:07:34
141,0234-TEVTT,4,1,2,Female,0,Yes,Yes,48,No,No phone service,Yes,No,Yes,No,No,Yes,No,45.0,2196.3,No,One year,DSL,Credit card (automatic),,2018-01-21 18:07:34
142,0235-KGSLC,4,2,1,Female,0,No,No,1,Yes,No,No,No,Yes,No,Yes,No,Yes,85.55,85.55,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2021-12-21 18:07:34
143,0236-HFWSV,1,2,1,Male,0,No,No,15,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.35,1444.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-10-21 18:07:34
144,0237-YFUTL,3,2,1,Female,0,Yes,No,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,109.65,5405.8,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-11-21 18:07:34
145,0238-WHBIQ,4,1,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.7,6339.3,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
146,0239-OXEXL,2,2,1,Female,0,No,No,46,Yes,Yes,Yes,Yes,No,No,No,No,No,84.25,3847.6,No,Month-to-month,Fiber optic,Mailed check,,2018-03-21 18:07:34
147,0244-LGNFY,3,1,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,92.65,6733,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
148,0247-SLUJI,2,3,1,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,19.7,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
149,0248-IPDFW,1,1,1,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,50.1,50.1,No,Month-to-month,DSL,Electronic check,,2021-12-21 18:07:34
150,0248-PGHBZ,3,2,3,Female,1,No,No,67,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,92.45,6140.85,No,Two year,Fiber optic,Bank transfer (automatic),,2016-06-21 18:07:34
151,0253-ZTEOB,1,1,3,Female,0,Yes,Yes,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,79.65,3870.3,No,Two year,DSL,Electronic check,,2018-01-21 18:07:34
152,0254-FNMCI,1,2,3,Female,0,No,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109.9,7624.2,No,Two year,Fiber optic,Electronic check,,2016-01-21 18:07:34
153,0254-KCJGT,4,1,2,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,81.4,4354.45,No,One year,DSL,Credit card (automatic),,2017-09-21 18:07:34
154,0254-WWRKD,4,1,2,Female,0,Yes,Yes,67,Yes,No,No,Yes,No,No,No,No,No,50.55,3431.75,No,One year,DSL,Credit card (automatic),,2016-06-21 18:07:34
155,0256-LTHVJ,1,2,1,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,Yes,81.05,2227.1,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-09-21 18:07:34
156,0257-KXZGU,3,1,1,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No,No,No,62.45,2045.55,No,Month-to-month,DSL,Bank transfer (automatic),,2019-05-21 18:07:34
157,0257-ZESQC,3,2,1,Female,1,Yes,No,27,Yes,No,Yes,No,No,No,No,No,Yes,75.2,1929.35,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2019-10-21 18:07:34
158,0258-NOKBL,1,2,1,Male,0,No,No,3,Yes,No,No,Yes,Yes,No,No,Yes,No,90.4,268.45,No,Month-to-month,Fiber optic,Electronic check,,2021-10-21 18:07:34
159,0259-GBZSH,1,2,1,Male,0,No,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,85.65,181.5,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-11-21 18:07:34
160,0260-ZDLGK,2,1,1,Female,0,No,Yes,9,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,72.9,651.4,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-04-21 18:07:34
161,0263-FJTQO,4,1,3,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,70.5,3486.65,No,Two year,DSL,Credit card (automatic),,2017-11-21 18:07:34
162,0264-CNITK,3,3,3,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,1389.6,No,Two year,None,Bank transfer (automatic),,2016-02-21 18:07:34
163,0265-EDXBD,1,2,1,Male,1,Yes,No,32,Yes,Yes,No,No,No,No,No,No,Yes,74.9,2303.35,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-05-21 18:07:34
164,0265-PSUAE,3,2,1,Female,0,Yes,Yes,16,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.7,1522.7,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2020-09-21 18:07:34
165,0266-CLZKZ,3,2,3,Female,0,Yes,Yes,67,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,105.65,6717.9,No,Two year,Fiber optic,Bank transfer (automatic),,2016-06-21 18:07:34
166,0266-GMEAO,4,2,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.3,8058.55,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
167,0268-QKIWO,1,3,1,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,58.85,Yes,Month-to-month,None,Electronic check,2022-01-31,2021-10-21 18:07:34
168,0269-XFESX,2,3,2,Male,0,Yes,Yes,23,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.35,538.5,No,One year,None,Mailed check,,2020-02-21 18:07:34
169,0270-THENM,3,1,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,69.85,5102.35,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
170,0274-JKUJR,2,1,1,Male,0,Yes,Yes,7,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,58.85,465.7,No,Month-to-month,DSL,Mailed check,,2021-06-21 18:07:34
171,0277-BKSQP,1,1,1,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,54.4,475.1,No,Month-to-month,DSL,Electronic check,,2021-05-21 18:07:34
172,0277-ORXQS,3,1,3,Male,0,Yes,Yes,66,No,No phone service,No,No,No,Yes,Yes,Yes,No,50.55,3364.55,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
173,0278-YXOOG,2,3,1,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.05,113.85,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-08-21 18:07:34
174,0280-XJGEX,3,2,1,Male,0,No,No,49,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.7,5036.3,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2017-12-21 18:07:34
175,0281-CNTZX,3,3,3,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,1234.8,No,Two year,None,Bank transfer (automatic),,2016-10-21 18:07:34
176,0282-NVSJS,2,1,1,Female,1,Yes,Yes,12,No,No phone service,No,No,No,Yes,No,No,Yes,29.3,355.9,No,Month-to-month,DSL,Mailed check,,2021-01-21 18:07:34
177,0285-INHLN,4,1,1,Male,0,Yes,Yes,27,Yes,No,Yes,Yes,No,No,No,No,Yes,54.75,1510.3,No,Month-to-month,DSL,Credit card (automatic),,2019-10-21 18:07:34
178,0289-IVARM,1,1,1,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,No,60.55,1982.6,No,Month-to-month,DSL,Electronic check,,2019-02-21 18:07:34
179,0292-WEGCH,1,1,1,Female,0,Yes,Yes,54,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,86.2,4524.05,No,Month-to-month,DSL,Electronic check,,2017-07-21 18:07:34
180,0295-PPHDO,1,2,1,Male,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,95.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
181,0295-QVKPB,4,1,1,Male,0,No,No,5,Yes,No,No,No,Yes,Yes,Yes,No,Yes,63.95,318.1,No,Month-to-month,DSL,Credit card (automatic),,2021-08-21 18:07:34
182,0297-RBCSG,3,1,2,Male,0,No,No,19,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.35,1231.85,No,One year,DSL,Bank transfer (automatic),,2020-06-21 18:07:34
183,0298-XACET,2,1,3,Male,0,Yes,Yes,52,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,50.2,2554,No,Two year,DSL,Mailed check,,2017-09-21 18:07:34
184,0301-FIDRB,3,1,3,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.8,4684.3,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
185,0301-KOBTQ,3,3,3,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,614.45,No,Two year,None,Bank transfer (automatic),,2019-05-21 18:07:34
186,0302-JOIVN,1,2,1,Female,0,Yes,No,8,Yes,No,No,Yes,Yes,No,Yes,Yes,No,101.15,842.9,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-05-21 18:07:34
187,0303-UNCIP,2,1,2,Male,0,No,No,41,Yes,Yes,No,No,Yes,No,No,Yes,No,65.0,2531.8,No,One year,DSL,Mailed check,,2018-08-21 18:07:34
188,0303-WMMRN,2,3,1,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,86.05,No,Month-to-month,None,Mailed check,,2021-08-21 18:07:34
189,0305-SQECB,2,1,2,Female,0,No,Yes,11,No,No phone service,Yes,No,No,Yes,No,No,Yes,36.05,402.6,No,One year,DSL,Mailed check,,2021-02-21 18:07:34
190,0306-JAELE,1,2,1,Male,0,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,Yes,96.1,453.4,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-08-21 18:07:34
191,0307-BCOPK,2,3,2,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.05,326.65,No,One year,None,Mailed check,,2020-09-21 18:07:34
192,0308-GIQJT,3,2,2,Male,1,No,No,71,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,105.75,7382.85,No,One year,Fiber optic,Bank transfer (automatic),,2016-02-21 18:07:34
193,0308-IVGOK,4,1,2,Female,0,No,No,11,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,40.4,422.6,No,One year,DSL,Credit card (automatic),,2021-02-21 18:07:34
194,0310-MVLET,1,2,1,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.15,6010.05,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2016-12-21 18:07:34
195,0310-SUCIN,3,1,2,Female,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.8,6046.1,No,One year,DSL,Bank transfer (automatic),,2016-02-21 18:07:34
196,0310-VQXAM,2,3,1,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,178.8,No,Month-to-month,None,Mailed check,,2021-04-21 18:07:34
197,0311-QYWSS,1,1,1,Female,0,No,No,6,Yes,No,Yes,No,No,No,No,No,Yes,49.45,314.6,No,Month-to-month,DSL,Electronic check,,2021-07-21 18:07:34
198,0311-UNPFF,3,2,1,Female,0,No,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,88.8,2274.35,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2019-11-21 18:07:34
199,0314-TKOSI,2,1,1,Female,0,No,No,6,Yes,No,Yes,Yes,No,No,No,No,No,55.15,322.9,No,Month-to-month,DSL,Mailed check,,2021-07-21 18:07:34
200,0315-LVCRK,1,2,1,Male,0,No,No,11,Yes,No,No,No,Yes,No,No,Yes,No,84.8,888.75,No,Month-to-month,Fiber optic,Electronic check,,2021-02-21 18:07:34
201,0318-QUUOB,1,2,1,Male,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,80.55,80.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
202,0318-ZOPWS,3,3,3,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.15,973.35,No,Two year,None,Bank transfer (automatic),,2017-12-21 18:07:34
203,0319-QZTCO,4,1,1,Female,0,Yes,Yes,3,Yes,No,No,Yes,No,No,Yes,No,Yes,58.7,168.6,No,Month-to-month,DSL,Credit card (automatic),,2021-10-21 18:07:34
204,0320-DWVTU,2,2,3,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,99.5,5424.25,No,Two year,Fiber optic,Mailed check,,2017-08-21 18:07:34
205,0320-JDNQG,1,2,1,Male,0,Yes,Yes,23,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,99.85,2331.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-02-21 18:07:34
206,0322-CHQRU,1,1,1,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,45.35,89.5,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-11-21 18:07:34
207,0322-YINQP,2,1,1,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,48.55,48.55,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-12-21 18:07:34
208,0323-XWWTN,2,3,3,Male,0,No,Yes,3,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.4,121.25,No,Two year,None,Mailed check,,2021-10-21 18:07:34
209,0324-BRPCJ,1,2,1,Female,1,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.2,6851.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2016-05-21 18:07:34
210,0325-XBFAC,1,2,1,Male,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.7,740.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-05-21 18:07:34
211,0326-VDYXE,1,2,2,Female,0,Yes,No,70,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,97.65,6982.5,No,One year,Fiber optic,Electronic check,,2016-03-21 18:07:34
212,0327-WFZSY,1,2,2,Male,0,Yes,Yes,39,Yes,Yes,No,No,Yes,No,Yes,Yes,No,100.0,3835.55,No,One year,Fiber optic,Electronic check,,2018-10-21 18:07:34
213,0328-GRPMV,1,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.1,70.1,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
214,0329-GTIAJ,1,2,1,Female,0,No,No,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,97.9,315.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-10-21 18:07:34
215,0330-BGYZE,3,2,2,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,102.5,6157.6,No,One year,Fiber optic,Bank transfer (automatic),,2017-01-21 18:07:34
216,0330-IVZHA,1,2,1,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,69.95,330.15,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-08-21 18:07:34
217,0334-GDDSO,1,2,1,Male,1,No,No,3,Yes,Yes,No,Yes,No,No,No,No,Yes,81.35,233.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-10-21 18:07:34
218,0334-ZFJSR,4,1,2,Female,0,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,66.05,3462.1,No,One year,DSL,Credit card (automatic),,2017-06-21 18:07:34
219,0336-KXKFK,4,1,3,Male,0,No,No,72,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,61.2,4390.25,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
220,0336-PIKEI,3,1,3,Male,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,74.4,5360.75,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
221,0337-CNPZE,1,2,1,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.3,4443.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2018-08-21 18:07:34
222,0343-QLUZP,3,1,3,Male,0,No,No,60,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.6,2424.5,No,Two year,DSL,Bank transfer (automatic),,2017-01-21 18:07:34
223,0345-HKJVM,1,2,1,Female,0,No,No,6,Yes,No,No,No,No,No,Yes,Yes,No,89.3,577.6,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-07-21 18:07:34
224,0345-XMMUG,4,2,3,Female,0,Yes,No,46,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.9,4854.3,No,Two year,Fiber optic,Credit card (automatic),,2018-03-21 18:07:34
225,0347-UBKUZ,2,3,1,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,320.45,No,Month-to-month,None,Mailed check,,2020-10-21 18:07:34
226,0348-SDKOL,4,2,1,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,102.1,5885.4,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2017-03-21 18:07:34
227,0354-VXMJC,4,3,3,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,426.65,No,Two year,None,Credit card (automatic),,2020-02-21 18:07:34
228,0354-WYROK,1,2,1,Female,1,Yes,Yes,31,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,98.9,2911.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-06-21 18:07:34
229,0356-ERHVT,3,1,1,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,Yes,45.9,521.9,No,Month-to-month,DSL,Bank transfer (automatic),,2021-02-21 18:07:34
230,0356-OBMAC,3,2,3,Female,1,No,No,56,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,99.9,5706.3,No,Two year,Fiber optic,Bank transfer (automatic),,2017-05-21 18:07:34
231,0357-NVCRI,4,3,1,Female,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,471.7,No,Month-to-month,None,Credit card (automatic),,2019-12-21 18:07:34
232,0361-HJRDX,4,1,3,Female,0,No,No,68,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,64.35,4539.6,No,Two year,DSL,Credit card (automatic),,2016-05-21 18:07:34
233,0362-RAOQO,4,3,3,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,830.25,No,Two year,None,Credit card (automatic),,2018-09-21 18:07:34
234,0362-ZBZWJ,1,2,1,Male,0,No,No,36,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,3067.2,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-01-21 18:07:34
235,0363-QJVFX,4,2,1,Male,0,No,No,32,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,108.15,3432.9,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2019-05-21 18:07:34
236,0363-SVHYR,3,1,3,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,86.85,6263.8,No,Two year,DSL,Bank transfer (automatic),,2016-02-21 18:07:34
237,0365-BZUWY,1,2,1,Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.55,1742.5,No,Month-to-month,Fiber optic,Electronic check,,2020-08-21 18:07:34
238,0365-GXEZS,1,2,1,Male,0,Yes,No,18,Yes,No,No,No,Yes,Yes,No,No,No,78.2,1468.75,No,Month-to-month,Fiber optic,Electronic check,,2020-07-21 18:07:34
239,0365-TRTPY,3,2,1,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,No,No,91.2,3382.3,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2018-12-21 18:07:34
240,0366-NQSHS,2,3,1,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,46.35,No,Month-to-month,None,Mailed check,,2021-11-21 18:07:34
241,0369-ZGOVK,3,2,2,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,No,Yes,70.4,1992.2,No,One year,Fiber optic,Bank transfer (automatic),,2019-09-21 18:07:34
242,0373-AIVNJ,2,1,2,Male,0,No,No,9,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.55,373,No,One year,DSL,Mailed check,,2021-04-21 18:07:34
243,0374-AACSZ,1,1,1,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,50.15,50.15,No,Month-to-month,DSL,Electronic check,,2021-12-21 18:07:34
244,0374-FIUCA,4,3,3,Male,0,Yes,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,1414.45,No,Two year,None,Credit card (automatic),,2016-08-21 18:07:34
245,0374-IOEGQ,1,1,1,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,44.6,122.7,No,Month-to-month,DSL,Electronic check,,2021-10-21 18:07:34
246,0375-HVGXO,1,1,1,Female,0,No,No,1,No,No phone service,No,No,No,No,Yes,No,Yes,34.7,34.7,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-12-21 18:07:34
247,0376-OIWME,1,2,1,Male,0,Yes,No,36,Yes,No,Yes,No,No,No,Yes,Yes,Yes,93.6,3366.05,No,Month-to-month,Fiber optic,Electronic check,,2019-01-21 18:07:34
248,0376-YMCJC,1,2,1,Male,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,No,Yes,90.6,1943.2,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-02-21 18:07:34
249,0377-JBKKT,2,1,1,Male,0,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,No,Yes,57.95,1271.8,No,Month-to-month,DSL,Mailed check,,2020-03-21 18:07:34
250,0378-CJKPV,4,2,3,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,112.1,7965.95,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
251,0378-NHQXU,1,2,1,Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,No,Yes,No,No,88.25,1460.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-08-21 18:07:34
252,0378-TOVMS,1,2,1,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Yes,No,85.8,272.2,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-10-21 18:07:34
253,0378-XSZPU,4,1,2,Male,0,Yes,No,58,Yes,No,Yes,Yes,Yes,No,No,No,No,60.3,3563.8,Yes,One year,DSL,Credit card (automatic),2022-01-31,2017-03-21 18:07:34
254,0379-DJQHR,4,1,3,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,81.35,5398.6,No,Two year,DSL,Credit card (automatic),,2016-06-21 18:07:34
255,0380-NEAVX,1,2,2,Male,1,No,No,34,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.85,3343.15,No,One year,Fiber optic,Electronic check,,2019-03-21 18:07:34
256,0380-ZCSBI,4,3,1,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,198.7,No,Month-to-month,None,Credit card (automatic),,2021-03-21 18:07:34
257,0383-CLDDA,4,1,3,Female,0,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.35,5897.4,No,Two year,DSL,Credit card (automatic),,2016-04-21 18:07:34
258,0384-LPITE,4,1,2,Male,0,No,No,40,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,62.05,2511.55,No,One year,DSL,Credit card (automatic),,2018-09-21 18:07:34
259,0384-RVBPI,4,1,1,Male,0,No,No,20,Yes,No,Yes,No,Yes,No,No,Yes,No,64.4,1398.6,No,Month-to-month,DSL,Credit card (automatic),,2020-05-21 18:07:34
260,0386-CWRGM,2,3,3,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,967.85,No,Two year,None,Mailed check,,2018-03-21 18:07:34
261,0388-EOPEX,1,2,1,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,Yes,74.4,139.4,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-11-21 18:07:34
